api;cat;type
<android.bluetooth.IBluetoothStateChangeCallback$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;BLUETOOTH_INFORMATION;SOURCE
<android.bluetooth.IBluetoothStateChangeCallback$Stub: android.os.IBinder asBinder()>;BLUETOOTH_INFORMATION;SOURCE
<android.content.ClipData$Item: android.net.Uri getUri()>;FILE_INFORMATION;SOURCE
<android.content.ContentProviderOperation: android.net.Uri getUri()>;FILE_INFORMATION;SOURCE
<android.content.ContentResolver: android.content.SyncAdapterType[] getSyncAdapterTypes()>;SYNCHRONIZATION_DATA;SOURCE
<android.content.ContentResolver: android.content.SyncInfo getCurrentSync()>;SYNCHRONIZATION_DATA;SOURCE
<android.content.ContentResolver: android.content.SyncStatusInfo getSyncStatus(android.accounts.Account,java.lang.String)>;SYNCHRONIZATION_DATA;SOURCE
<android.content.ContentResolver: android.database.Cursor query(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String)>;CONTENT_RESOLVER;SOURCE
<android.content.ContentResolver: boolean getSyncAutomatically(android.accounts.Account,java.lang.String)>;SYNCHRONIZATION_DATA;SOURCE
<android.content.ContentResolver: int getIsSyncable(android.accounts.Account,java.lang.String)>;SYNCHRONIZATION_DATA;SOURCE
<android.content.ContentResolver: java.util.List getCurrentSyncs()>;SYNCHRONIZATION_DATA;SOURCE
<android.content.ContentResolver: java.util.List getPeriodicSyncs(android.accounts.Account,java.lang.String)>;SYNCHRONIZATION_DATA;SOURCE
<android.content.IContentService$Stub$Proxy: android.content.SyncAdapterType[] getSyncAdapterTypes()>;SYNCHRONIZATION_DATA;SOURCE
<android.content.IContentService$Stub$Proxy: android.content.SyncStatusInfo getSyncStatus(android.accounts.Account,java.lang.String)>;SYNCHRONIZATION_DATA;SOURCE
<android.content.IContentService$Stub$Proxy: boolean getSyncAutomatically(android.accounts.Account,java.lang.String)>;SYNCHRONIZATION_DATA;SOURCE
<android.content.IContentService$Stub$Proxy: int getIsSyncable(android.accounts.Account,java.lang.String)>;SYNCHRONIZATION_DATA;SOURCE
<android.content.IContentService$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;NETWORK_INFORMATION;SOURCE
<android.content.IContentService$Stub$Proxy: java.util.List getCurrentSyncs()>;SYNCHRONIZATION_DATA;SOURCE
<android.content.IContentService$Stub$Proxy: java.util.List getPeriodicSyncs(android.accounts.Account,java.lang.String)>;SYNCHRONIZATION_DATA;SOURCE
<android.content.IContentService$Stub: android.os.IBinder asBinder()>;NETWORK_INFORMATION;SOURCE
<android.content.SyncManager: android.content.SyncStorageEngine getSyncStorageEngine()>;SYNCHRONIZATION_DATA;SOURCE
<android.content.SyncStatusInfo: long getPeriodicSyncTime(int)>;SYNCHRONIZATION_DATA;SOURCE
<android.content.SyncStorageEngine: java.util.ArrayList getSyncHistory()>;SYNCHRONIZATION_DATA;SOURCE
<android.content.SyncStorageEngine: java.util.ArrayList getSyncStatus()>;SYNCHRONIZATION_DATA;SOURCE
<android.content.pm.RegisteredServicesCache: android.content.pm.RegisteredServicesCacheListener getListener()>;NETWORK_INFORMATION;SOURCE
<android.content.res.XmlBlock$Parser: java.lang.String getNamespaceUri(int)>;FILE_INFORMATION;SOURCE
<android.database.AbstractCursor: android.database.CursorWindow getWindow()>;DATABASE_INFORMATION;SOURCE
<android.database.AbstractCursor: android.net.Uri getNotificationUri()>;DATABASE_INFORMATION;SOURCE
<android.database.AbstractCursor: android.os.Bundle getExtras()>;DATABASE_INFORMATION;SOURCE
<android.database.AbstractCursor: boolean getWantsAllOnMoveCalls()>;DATABASE_INFORMATION;SOURCE
<android.database.AbstractCursor: byte[] getBlob(int)>;DATABASE_INFORMATION;SOURCE
<android.database.AbstractCursor: int getType(int)>;DATABASE_INFORMATION;SOURCE
<android.database.AbstractCursor: java.lang.Object getUpdatedField(int)>;DATABASE_INFORMATION;SOURCE
<android.database.AbstractCursor: java.lang.String getColumnName(int)>;DATABASE_INFORMATION;SOURCE
<android.database.AbstractWindowedCursor: android.database.CursorWindow getWindow()>;DATABASE_INFORMATION;SOURCE
<android.database.AbstractWindowedCursor: byte[] getBlob(int)>;DATABASE_INFORMATION;SOURCE
<android.database.AbstractWindowedCursor: double getDouble(int)>;DATABASE_INFORMATION;SOURCE
<android.database.AbstractWindowedCursor: float getFloat(int)>;DATABASE_INFORMATION;SOURCE
<android.database.AbstractWindowedCursor: int getInt(int)>;DATABASE_INFORMATION;SOURCE
<android.database.AbstractWindowedCursor: int getType(int)>;DATABASE_INFORMATION;SOURCE
<android.database.AbstractWindowedCursor: java.lang.String getString(int)>;DATABASE_INFORMATION;SOURCE
<android.database.AbstractWindowedCursor: long getLong(int)>;DATABASE_INFORMATION;SOURCE
<android.database.AbstractWindowedCursor: short getShort(int)>;DATABASE_INFORMATION;SOURCE
<android.database.BulkCursorNative: android.os.IBinder asBinder()>;DATABASE_INFORMATION;SOURCE
<android.database.BulkCursorProxy: android.database.CursorWindow getWindow(int)>;DATABASE_INFORMATION;SOURCE
<android.database.BulkCursorProxy: android.os.Bundle getExtras()>;DATABASE_INFORMATION;SOURCE
<android.database.BulkCursorToCursorAdaptor: android.database.IContentObserver getObserver()>;DATABASE_INFORMATION;SOURCE
<android.database.BulkCursorToCursorAdaptor: android.os.Bundle getExtras()>;DATABASE_INFORMATION;SOURCE
<android.database.BulkCursorToCursorAdaptor: int getCount()>;DATABASE_INFORMATION;SOURCE
<android.database.BulkCursorToCursorAdaptor: java.lang.String[] getColumnNames()>;DATABASE_INFORMATION;SOURCE
<android.database.ContentObserver: android.database.IContentObserver getContentObserver()>;DATABASE_INFORMATION;SOURCE
<android.database.ContentObserver: android.database.IContentObserver releaseContentObserver()>;DATABASE_INFORMATION;SOURCE
<android.database.CrossProcessCursorWrapper: android.database.CursorWindow getWindow()>;DATABASE_INFORMATION;SOURCE
<android.database.CursorToBulkCursorAdaptor: android.database.CursorWindow getWindow(int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorToBulkCursorAdaptor: android.os.Bundle getExtras()>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWindow: android.database.CursorWindow newFromParcel(android.os.Parcel)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWindow: byte[] getBlob(int,int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWindow: double getDouble(int,int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWindow: float getFloat(int,int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWindow: int getInt(int,int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWindow: int getNumRows()>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWindow: int getStartPosition()>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWindow: int getType(int,int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWindow: java.lang.String getName()>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWindow: java.lang.String getString(int,int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWindow: long getLong(int,int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWindow: short getShort(int,int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWrapper: android.database.Cursor getWrappedCursor()>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWrapper: android.os.Bundle getExtras()>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWrapper: boolean getWantsAllOnMoveCalls()>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWrapper: byte[] getBlob(int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWrapper: double getDouble(int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWrapper: float getFloat(int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWrapper: int getCount()>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWrapper: int getInt(int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWrapper: int getType(int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWrapper: java.lang.String getColumnName(int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWrapper: java.lang.String getString(int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWrapper: java.lang.String[] getColumnNames()>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWrapper: long getLong(int)>;DATABASE_INFORMATION;SOURCE
<android.database.CursorWrapper: short getShort(int)>;DATABASE_INFORMATION;SOURCE
<android.database.DatabaseUtils: java.lang.String getCollationKey(java.lang.String)>;DATABASE_INFORMATION;SOURCE
<android.database.DatabaseUtils: java.lang.String getHexCollationKey(java.lang.String)>;DATABASE_INFORMATION;SOURCE
<android.database.IContentObserver$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;DATABASE_INFORMATION;SOURCE
<android.database.IContentObserver$Stub: android.os.IBinder asBinder()>;DATABASE_INFORMATION;SOURCE
<android.database.MatrixCursor: byte[] getBlob(int)>;DATABASE_INFORMATION;SOURCE
<android.database.MatrixCursor: double getDouble(int)>;DATABASE_INFORMATION;SOURCE
<android.database.MatrixCursor: float getFloat(int)>;DATABASE_INFORMATION;SOURCE
<android.database.MatrixCursor: int getCount()>;DATABASE_INFORMATION;SOURCE
<android.database.MatrixCursor: int getInt(int)>;DATABASE_INFORMATION;SOURCE
<android.database.MatrixCursor: int getType(int)>;DATABASE_INFORMATION;SOURCE
<android.database.MatrixCursor: java.lang.String getString(int)>;DATABASE_INFORMATION;SOURCE
<android.database.MatrixCursor: java.lang.String[] getColumnNames()>;DATABASE_INFORMATION;SOURCE
<android.database.MatrixCursor: long getLong(int)>;DATABASE_INFORMATION;SOURCE
<android.database.MatrixCursor: short getShort(int)>;DATABASE_INFORMATION;SOURCE
<android.database.MergeCursor: byte[] getBlob(int)>;DATABASE_INFORMATION;SOURCE
<android.database.MergeCursor: double getDouble(int)>;DATABASE_INFORMATION;SOURCE
<android.database.MergeCursor: float getFloat(int)>;DATABASE_INFORMATION;SOURCE
<android.database.MergeCursor: int getCount()>;DATABASE_INFORMATION;SOURCE
<android.database.MergeCursor: int getInt(int)>;DATABASE_INFORMATION;SOURCE
<android.database.MergeCursor: int getType(int)>;DATABASE_INFORMATION;SOURCE
<android.database.MergeCursor: java.lang.String getString(int)>;DATABASE_INFORMATION;SOURCE
<android.database.MergeCursor: java.lang.String[] getColumnNames()>;DATABASE_INFORMATION;SOURCE
<android.database.MergeCursor: long getLong(int)>;DATABASE_INFORMATION;SOURCE
<android.database.MergeCursor: short getShort(int)>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteCursor: android.database.sqlite.SQLiteDatabase getDatabase()>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteCursor: int getCount()>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteCursor: java.lang.String[] getColumnNames()>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(boolean,java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String,java.lang.String)>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String,java.lang.String)>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteDatabase: int getVersion()>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteDatabase: java.lang.String getPath()>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteDatabase: java.util.ArrayList getDbStats()>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteDatabase: java.util.List getAttachedDbs()>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteDatabase: java.util.Map getSyncedTables()>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteDatabase: long getMaximumSize()>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteDatabase: long getPageSize()>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteOpenHelper: java.lang.String getDatabaseName()>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteProgram: int getUniqueId()>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteQueryBuilder: android.database.Cursor query(android.database.sqlite.SQLiteDatabase,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteQueryBuilder: android.database.Cursor query(android.database.sqlite.SQLiteDatabase,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String,java.lang.String)>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SQLiteQueryBuilder: java.lang.String getTables()>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SqliteWrapper: android.database.Cursor query(android.content.Context,android.content.ContentResolver,android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String)>;DATABASE_INFORMATION;SOURCE
<android.database.sqlite.SqliteWrapper: android.net.Uri insert(android.content.Context,android.content.ContentResolver,android.net.Uri,android.content.ContentValues)>;DATABASE_INFORMATION;SOURCE
<android.hardware.usb.UsbAccessory: java.lang.String getUri()>;FILE_INFORMATION;SOURCE
<android.inputmethodservice.IInputMethodSessionWrapper: android.view.inputmethod.InputMethodSession getInternalInputMethodSession()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.IInputMethodWrapper: android.view.inputmethod.InputMethod getInternalInputMethod()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.InputMethodService: android.app.Dialog getWindow()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.InputMethodService: android.view.LayoutInflater getLayoutInflater()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.InputMethodService: android.view.inputmethod.EditorInfo getCurrentInputEditorInfo()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.InputMethodService: android.view.inputmethod.InputBinding getCurrentInputBinding()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.InputMethodService: android.view.inputmethod.InputConnection getCurrentInputConnection()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.InputMethodService: boolean getCurrentInputStarted()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.InputMethodService: int getBackDisposition()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.InputMethodService: java.lang.CharSequence getTextForImeAction(int)>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.Keyboard$Key: int[] getCurrentDrawableState()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.Keyboard: int getDimensionOrFraction(android.content.res.TypedArray,int,int,int)>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.Keyboard: int getHeight()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.Keyboard: int getHorizontalGap()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.Keyboard: int getKeyHeight()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.Keyboard: int getShiftKeyIndex()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.Keyboard: int getVerticalGap()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.Keyboard: int[] getNearestKeys(int,int)>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.Keyboard: int[] getShiftKeyIndices()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.Keyboard: java.util.List getKeys()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.Keyboard: java.util.List getModifierKeys()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.KeyboardView$SwipeTracker: float getYVelocity()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.KeyboardView: android.inputmethodservice.Keyboard getKeyboard()>;NETWORK_INFORMATION;SOURCE
<android.inputmethodservice.SoftInputWindow: int getSize()>;NETWORK_INFORMATION;SOURCE
<android.location.Address: android.os.Bundle getExtras()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: double getLatitude()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: double getLongitude()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: int getMaxAddressLineIndex()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: java.lang.String getAddressLine(int)>;LOCATION_INFORMATION;SOURCE
<android.location.Address: java.lang.String getAdminArea()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: java.lang.String getCountryCode()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: java.lang.String getCountryName()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: java.lang.String getFeatureName()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: java.lang.String getLocality()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: java.lang.String getPhone()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: java.lang.String getPostalCode()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: java.lang.String getPremises()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: java.lang.String getSubAdminArea()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: java.lang.String getSubLocality()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: java.lang.String getSubThoroughfare()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: java.lang.String getThoroughfare()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: java.lang.String getUrl()>;LOCATION_INFORMATION;SOURCE
<android.location.Address: java.util.Locale getLocale()>;LOCATION_INFORMATION;SOURCE
<android.location.Country: int getSource()>;LOCATION_INFORMATION;SOURCE
<android.location.Country: java.lang.String getCountryIso()>;LOCATION_INFORMATION;SOURCE
<android.location.Criteria: int getAccuracy()>;LOCATION_INFORMATION;SOURCE
<android.location.Criteria: int getBearingAccuracy()>;LOCATION_INFORMATION;SOURCE
<android.location.Criteria: int getHorizontalAccuracy()>;LOCATION_INFORMATION;SOURCE
<android.location.Criteria: int getPowerRequirement()>;LOCATION_INFORMATION;SOURCE
<android.location.Criteria: int getSpeedAccuracy()>;LOCATION_INFORMATION;SOURCE
<android.location.Criteria: int getVerticalAccuracy()>;LOCATION_INFORMATION;SOURCE
<android.location.Geocoder: java.util.List getFromLocation(double,double,int)>;LOCATION_INFORMATION;SOURCE
<android.location.Geocoder: java.util.List getFromLocationName(java.lang.String,int)>;LOCATION_INFORMATION;SOURCE
<android.location.Geocoder: java.util.List getFromLocationName(java.lang.String,int,double,double,double,double)>;LOCATION_INFORMATION;SOURCE
<android.location.GeocoderParams: java.lang.String getClientPackage()>;LOCATION_INFORMATION;SOURCE
<android.location.GeocoderParams: java.util.Locale getLocale()>;LOCATION_INFORMATION;SOURCE
<android.location.GpsSatellite: float getAzimuth()>;LOCATION_INFORMATION;SOURCE
<android.location.GpsSatellite: float getElevation()>;LOCATION_INFORMATION;SOURCE
